dish_id,calories,mass,fat,carbs,protein
dish_1561997365,98.952,168.0,0.672,6.048,16.8
dish_1551395233,139.41,113.0,2.094,5.9639999999999995,24.362
dish_1561492204,488.63628267800016,334.00000199999994,15.686282962999996,49.120708376,37.193401679
dish_1567613057,406.6863438,749.000001,4.968488,45.86251234,40.69819513
dish_1550775393,402.75,167.0,30.093,28.19,12.973
dish_1564761488,327.986,336.0,8.357999999999999,40.559,21.735000000000003
dish_1551376970,125.39,186.0,1.204,29.700000000000003,2.723
dish_1559678330,169.69412202599997,150.000002,16.186765198,5.269607840999999,3.1990196330000003
dish_1565033110,47.6,147.0,0.588,9.355,3.418
dish_1564428444,157.001046868,277.000005,10.327389165999998,14.94883466,4.712034382000001
dish_1558459115,271.54,298.0,10.488,43.459,6.6160000000000005
dish_1564082178,549.2035816940001,348.00002300000006,15.769116117,9.967050699,86.590048162
dish_1558723777,74.36,143.0,0.286,20.02,0.429
dish_1558721757,768.873,133.0,65.835,30.191,29.792
dish_1551227216,5.28,24.0,0.072,0.792,0.744
dish_1564777960,331.00749634000005,147.00000000000003,16.715341251999998,16.270294356,26.431200855999997
dish_1551492702,28.5,114.0,0.342,5.7,2.052
dish_1550771267,20.3,58.0,0.232,4.06,1.392
dish_1551390215,15.05,43.0,0.172,3.01,1.032
dish_1563468269,129.01,302.0,0.56,32.762,1.7680000000000002
dish_1558380557,699.3199999999999,212.0,54.44,24.96,32.732
dish_1562873028,280.341427666,319.99999700000006,16.123878087999998,34.232200328000005,20.963666788000005
dish_1551565884,25.08,44.0,0.132,6.16,0.308
dish_1558637769,80.08,154.0,0.308,21.56,0.462
dish_1564415022,69.16,133.0,0.266,0.931,13.3
dish_1558724959,581.442,426.0,36.466,57.004,21.298
dish_1558115867,132.963,23.0,11.385,5.221,5.152
dish_1551391302,26.86,79.0,0.158,6.32,0.632
dish_1551222877,104.64,48.0,1.392,21.6,2.88
dish_1561580370,126.795881302,124.0,4.963529387,16.20141166,5.409999913999999
dish_1561061658,226.000136992,227.00000100000003,12.284481640999998,24.678635331,8.949248649
dish_1559838402,222.7595,233.0,3.797,43.155,5.249
dish_1566242164,79.22,161.0,4.47,9.891,1.513
dish_1550775363,402.75,167.0,30.093,28.19,12.973
dish_1564686832,829.7376016900001,392.000002,39.73247047199999,64.51634702199999,54.179510212
dish_1566502211,104.28,237.0,4.977,10.191,7.584
dish_1551314967,142.10000000000002,142.0,7.1129999999999995,15.96,7.775
dish_1561753238,298.0343932290001,333.00000100000005,13.711390705,14.026630322000004,28.881100203000003
dish_1566938026,450.57634164099994,219.00000300000005,17.546904132,37.536307857,33.509500409000005
dish_1559751801,451.636,343.0,22.04,32.778,29.228
dish_1564000490,532.7064824579999,324.999998,19.150001782,49.63964465000001,39.909863921
dish_1551389684,6.732,33.0,0.033,1.287,0.726
dish_1564000459,485.18648245799994,216.999998,16.882001782000003,44.99564465000002,36.45386392100001
dish_1558457530,16.0,64.0,0.192,3.2,1.152
dish_1551563213,137.09,137.0,6.757,11.004,9.523
dish_1558723449,74.36,143.0,0.286,20.02,0.429
dish_1567628157,373.19101438920006,355.0000060000001,36.018693365,25.867040487,37.47968338480001
dish_1565728415,194.42775813000003,80.0,8.405298304,16.724395454999996,12.005533417
dish_1550775318,333.85,55.0,29.7,11.55,11.0
dish_1565383026,171.56,287.0,14.031,12.199000000000002,3.695
dish_1558642089,39.36,96.0,0.192,9.6,0.864
dish_1550863247,17.16,33.0,0.066,4.62,0.099
dish_1550772027,66.3,144.0,0.5640000000000001,15.336,1.476
dish_1550797833,292.004,172.0,17.580000000000002,19.098,14.082999999999998
dish_1562959732,374.66370393999995,232.000001,14.678155442,31.110980773,28.858998156
dish_1560368972,196.84040172399995,107.000001,8.696034539,13.621220277,14.673440451
dish_1561576590,29.231469085,101.000003,1.295191267,3.387423026,0.896670801
dish_1558723866,14.75,59.0,0.177,2.95,1.062
dish_1564778030,504.417807658,282.999999,31.90498218,23.514267741,30.7739518
dish_1551222759,14.8,37.0,0.074,3.33,0.74
dish_1551380950,84.42,21.0,6.93,0.273,5.25
dish_1561392512,42.75,75.0,0.225,10.5,0.525
dish_1564675118,177.18878592,238.00001,4.0808290000000005,34.12517258,2.03273181
dish_1559319860,70.33,13.0,5.46,0.182,4.81
dish_1559242568,116.116,203.0,0.203,30.856,0.812
dish_1563824339,85.34,175.0,4.087,12.075,2.098
dish_1551306452,98.0,70.0,0.42,16.8,6.3
dish_1567021831,252.435625926,228.00000100000003,27.216338460000003,8.22852119,22.713123589
dish_1559846099,206.939,114.0,14.642,15.713,7.688000000000001
dish_1562873155,41.33675062,79.000002,2.052025002,5.39175014,1.386450036
dish_1562094621,10.54,34.0,0.034,2.38,0.612
dish_1563900150,202.29658576000003,154.0,12.745122,10.28487804,10.97804878
dish_1562086702,178.53,33.0,13.86,0.462,12.21
dish_1564429894,498.769837256,565.9999929999999,11.819026331999998,73.53174113000001,25.254064308
dish_1561662458,124.81549104,119.000001,4.855836837000001,21.055183771,3.202387759
dish_1558720364,73.84,142.0,0.284,19.88,0.426
dish_1559845290,66.22,86.0,0.086,14.62,1.72
dish_1550707156,645.002,337.0,43.279,26.606,35.141
dish_1559844506,98.96,180.0,0.4589999999999999,25.1,1.3119999999999998
dish_1560360055,362.734,180.0,27.787,4.154,22.557
dish_1551488861,217.098,63.0,17.199,2.646,12.159
dish_1567106825,220.20086855,104.0,16.90515017,3.3577320440000005,13.460875726999998
dish_1560453380,411.3883796569999,480.00000199999994,15.234275205,25.491495136000005,41.922752415000005
dish_1566849327,551.702,362.0,31.255999999999997,14.87,55.122
dish_1560527191,663.9892967339999,318.00000200000005,45.395912049,28.933575174,34.380437949
dish_1563898786,420.92845991,344.0,31.470230163000004,11.42750315,23.636036395
dish_1551381829,2.652,13.0,0.013,0.507,0.286
dish_1551376692,41.28,43.0,0.645,9.03,1.462
dish_1551565752,122.25,132.0,2.79,13.64,10.773
dish_1560973958,145.313256459,121.0,6.2141864469999994,20.729746164,4.312271222
dish_1550861432,26.79,47.0,0.141,6.58,0.329
dish_1551393210,484.33,190.0,34.821,31.131,18.821
dish_1563206582,229.24867935,319.999997,4.41720794,16.96777278,26.03396222
dish_1565207815,40.84821753,80.0,1.023567163,7.094022123,2.678474778
dish_1551236712,32.43,69.0,0.069,8.28,0.621
dish_1550712024,29.92,88.0,0.616,5.984,0.616
dish_1551139367,77.75,107.0,1.863,9.42,6.735
dish_1568314823,144.0,90.0,13.5,8.1,1.8
dish_1565119464,504.0650066500001,222.999999,23.109737579000004,44.413982908,28.041883942
dish_1565725047,77.66,110.0,4.84,9.372,0.946
dish_1551236011,281.71999999999997,308.0,4.474,21.996,38.446
dish_1550705623,20.4,51.0,0.102,4.59,1.02
dish_1559841163,357.0435,335.0,18.222,27.539,21.153
dish_1563568338,631.706684654,370.99999799999995,29.600520080999996,57.599108878,38.704664857
dish_1551395512,25.5,51.0,0.051,6.63,0.255
dish_1563468299,210.35,385.0,4.129,35.584,10.898
dish_1558027001,20.400002,68.0,0.068,5.168,0.408
dish_1551568059,35.67,123.0,0.369,11.07,1.353
dish_1565033265,1324.085,625.0,106.343,19.202,76.664
dish_1551323574,61.88,91.0,1.274,10.92,2.184
dish_1551491271,43.5,30.0,1.8,0.45,6.3
dish_1563475921,244.343322128,348.000003,6.723852589,27.165052459,19.799664302
dish_1561665024,100.570984028,121.0,6.984664467999999,8.948565564999999,2.1413289840000003
dish_1550710448,48.91,67.0,3.216,1.273,5.36
dish_1563813308,224.98290584,76.000002,16.446194608000003,3.90166066,15.332275584
dish_1561062555,47.093925246000005,32.0,3.1475687700000003,4.405364144,1.027731743
dish_1558723414,51.989,49.0,1.176,10.78,1.519
dish_1562691674,376.97687108,435.00000000000006,11.338250286,42.573322458,26.482391658000004
dish_1566591080,909.6295572,549.000007,43.513371424,19.378721363,103.56731125
dish_1550862648,16.12,31.0,0.062,4.34,0.093
dish_1564082462,905.35442977,609.000024,32.071828141,40.53291641,108.822509729
dish_1562602860,165.18228657,257.999997,5.622155264,20.83425122,10.20621308
dish_1568217372,508.916141881,243.99999999999997,41.079072354,6.503527214,27.115327259
dish_1561739954,276.12,225.0,16.06,16.556,15.39
dish_1558638983,59.416,56.0,1.344,12.32,1.736
dish_1558631825,118.832,112.0,2.688,24.64,3.472
dish_1563216440,403.78634133,351.99999800000006,6.472355023,39.85788470999999,44.691350959000005
dish_1559240908,60.16,128.0,0.128,15.36,1.152
dish_1563395480,370.52142308900005,329.000006,14.106583003999996,31.819580259,29.161797151
dish_1559235815,352.39500250000003,268.000001,16.284000015,31.33400049,19.628800101
dish_1565640272,377.82,405.0,13.908,49.74,16.560000000000002
dish_1564415077,152.04,189.0,6.426,1.827,18.9
dish_1551237348,158.57,272.0,2.242,28.485000000000003,9.334
dish_1565022062,234.60658576,366.0,2.8461220000000003,30.90387804,19.27104878
dish_1562960520,422.39926418,303.00000099999994,19.659969302,31.715603429,29.5452011
dish_1560441270,24.54,46.0,0.063,5.303999999999999,0.835
dish_1561663855,179.13843987600004,139.00000200000002,7.395211701999999,14.409588496,15.286750626
dish_1563389199,390.25444517000005,284.000001,8.273479547,70.210714842,16.497626764999996
dish_1566488928,103.04829592,147.00000400000002,2.2195609999999997,19.98243974,1.32702443
dish_1558723926,19.26,107.0,0.214,4.173,0.963
dish_1563392128,169.934246014,161.999999,18.812920634,6.487778105,21.133221619
dish_1550711094,106.5,105.0,4.465999999999999,8.28,8.52
dish_1563910171,571.183789008,423.000008,27.285720731,24.938656324,53.608374705
dish_1550771648,307.04,108.0,24.28,18.44,8.360000000000001
dish_1551392590,5.06,23.0,0.069,0.759,0.713
dish_1560368990,211.921315909,119.000001,9.981675962,14.391690917000002,14.986163986
dish_1562958563,130.84,68.0,9.767,2.686,8.158
dish_1561579617,130.172352688,303.999997,4.552823582,21.115882169,4.42735291
dish_1566333167,344.54449362,140.00000000000003,14.501362065,31.633932561,20.294445119
dish_1565033139,193.65,274.0,14.177,17.356,4.434
dish_1563464480,229.49,213.0,10.918,25.838,8.302
dish_1551563824,70.95,43.0,1.548,0.0,13.33
dish_1567020054,122.00140342199998,144.999996,11.540041608,7.937455679999999,14.21007861
dish_1568649387,163.85818158,192.0,5.30239836,28.48877552,2.5127878800000003
dish_1565370004,570.8847509299999,370.000003,41.655425003,11.23975021,36.877650054
dish_1550790511,69.69,116.0,6.804,5.465999999999999,10.255
dish_1566499633,161.38643552899998,139.000002,14.18350472,8.426495766,3.023964024
dish_1551139606,59.1,153.0,0.362,13.14,3.088
dish_1558719336,24.25,97.0,0.291,4.85,1.746
dish_1551379331,35.64,36.0,0.108,0.072,8.64
dish_1562602657,610.36517264,235.99999999999997,44.069647822,31.015893043,24.32426078
dish_1558116201,313.586,91.0,24.843,3.822,17.563
dish_1559668314,551.546,300.0,38.154,32.832,21.035
dish_1563551432,665.33262642,389.00000299999994,48.805745132,14.590723553,41.40339864
dish_1567711272,188.86,71.0,6.887,23.43,7.81
dish_1557861697,13.144,53.0,0.106,3.127,0.53
dish_1558721484,11.16,62.0,0.124,2.418,0.558
dish_1565379251,32.93609102,66.999998,0.792688608,6.6088914260000005,0.5952803379999999
dish_1551565289,88.22999999999999,173.0,5.615,10.167,2.47
dish_1566242273,550.0099999999999,521.0,11.134,15.791,92.494
dish_1563306392,477.4650444619999,287.999998,13.979971228,5.710498608999999,77.77547358799998
dish_1551374332,181.78000000000003,221.0,0.789,41.79,3.2590000000000003
dish_1559843335,25.41,77.0,0.231,6.16,0.539
dish_1550777469,96.48,18.0,6.3,9.54,1.26
dish_1558549214,239.19,361.0,0.722,53.875,5.712
dish_1562775488,91.24,145.0,0.158,12.433000000000002,8.56
dish_1551317998,28.67,47.0,0.235,7.05,0.517
dish_1562787956,26.84,61.0,1.281,2.623,1.952
dish_1562775212,92.48,136.0,1.904,16.32,3.264
dish_1559238435,115.544,202.0,0.202,30.704,0.808
dish_1562008813,214.593239836,225.0,15.571492094999998,15.597977678999998,6.029664628000001
dish_1568061202,256.55161159,333.999995,7.670483631,39.151714453,9.440391822
dish_1560445069,94.527,243.0,0.243,22.113,1.215
dish_1563900172,236.63658576,255.0,12.947122,18.36487804,11.78604878
dish_1562785132,211.5426767032,192.000007,24.600799466,10.392798398,28.955555088799997
dish_1565383097,479.249,430.0,25.929,13.333000000000002,50.023
dish_1559233102,183.52,124.0,13.64,1.984,12.4
dish_1560357427,93.749,241.0,0.241,21.931,1.205
dish_1558031628,31.28,92.0,0.184,7.36,0.736
dish_1558029148,38.88,108.0,0.108,9.72,0.54
dish_1562959129,412.873586046,292.99999399999996,22.177430018000003,47.374993274,24.672005828000003
dish_1558641075,12.42,69.0,0.138,2.691,0.621
dish_1560455158,69.120848386,55.000001,5.8925224300000005,3.5313234420000006,1.4333161530000005
dish_1565972715,657.5458881399999,510.00000299999994,46.845223753000006,15.662046788,43.166806443
dish_1558724912,30.75,75.0,0.15,7.5,0.675
dish_1563913675,282.69314636199994,227.999999,12.514250526,31.848913611000004,12.170398912
dish_1567542876,495.807731348,260.000003,21.002985135000003,45.708034326,29.51990599
dish_1561753075,945.670747848,668.0000109999999,47.436817915,46.316841176,82.687485619
dish_1559244305,113.066403201,63.999998999999995,7.04521033,9.832836319,3.483331159
dish_1561577573,755.4328569,345.99999899999995,40.638688057,24.984559555000004,66.063801277
dish_1563550614,132.82439472000002,205.000002,1.753415,11.55158566,15.08536587
dish_1550776957,213.11,103.0,10.728,24.05,7.226
dish_1565204891,302.886413558,314.0000069999999,9.08051993,40.929691923,16.297202632999998
dish_1551395800,90.68,118.0,0.2119999999999999,20.57,1.964
dish_1558115011,115.62,20.0,9.9,4.54,4.48
dish_1559675234,36.97,120.0,0.271,8.135000000000002,2.075
dish_1565638323,467.824651929,273.999992,20.744893707,29.24879957,38.302158871
dish_1550706177,29.58,87.0,0.609,5.916,0.609
dish_1550773394,20.0,50.0,0.1,4.5,1.0
dish_1561405836,82.429,31.0,2.914,10.385,3.472
dish_1565898659,576.7044870680002,536.9999990000001,11.448723603999998,16.112270019,97.24344397800002
dish_1562169818,346.81965017299996,274.999998,22.768761533000003,16.99747347,19.754046734
dish_1559934679,160.84549064500004,146.000006,7.257577403000001,4.51815396,18.901001176
dish_1562698276,434.58312672,307.000005,16.904676803999998,35.996618021,31.992001943
dish_1558718051,24.25,97.0,0.291,4.85,1.746
dish_1560368764,207.098901815,270.000002,15.16578822,14.017039261,7.9924784
dish_1563563317,345.842,252.0,22.701,8.312,28.483
dish_1565895966,214.54437775,287.00000199999994,9.931850122,16.800754643,16.543628061
dish_1566933226,245.449520647,170.999999,7.784025624999999,19.447063342000007,22.552278165000004
dish_1550712079,73.24000000000001,214.0,0.986,15.141,3.254
dish_1558458737,41.6,32.0,0.096,8.96,0.864
dish_1561392593,354.044929799,324.99999900000006,24.260466321,19.139466562,16.390599974
dish_1566416421,313.741896329,366.999999,18.395052934,36.646524258,12.292887426999998
dish_1562009120,95.61013659,146.000001,5.2477294809999995,6.257763963,9.354046782
dish_1550789255,76.89,159.0,5.904,8.178,8.924
dish_1562872365,9.88,76.0,0.152,1.672,1.14
dish_1563910137,131.28320139,140.999998,8.903819262999999,11.986853324,2.529557563
dish_1558721726,74.36,143.0,0.286,20.02,0.429
dish_1566931586,379.38,389.0,15.281,15.526,46.593999999999994
dish_1551493723,179.192,52.0,14.196,2.184,10.036
dish_1563908923,49.28,112.0,2.352,4.816,3.584
dish_1563552016,493.5890624999999,174.0,19.477124999999997,69.9534375,10.7390625
dish_1562784307,158.518121088,157.000002,5.112941532,24.925294194,5.67811766
dish_1551304608,269.53000000000003,225.0,17.083,19.022,11.918
dish_1551318068,31.68,33.0,0.495,6.93,1.122
dish_1564761388,54.6,105.0,0.21,0.735,10.5
dish_1561576295,249.06714671799995,232.000002,16.084233738000002,23.931340480999996,4.035297936999999
dish_1551399484,275.18,90.0,18.17,25.94,6.840000000000001
dish_1562876618,114.337,43.0,4.042,14.405,4.816
dish_1551304349,30.25,121.0,0.363,6.05,2.178
dish_1565640427,195.762,42.0,12.096,20.916,2.604
dish_1559841808,73.11,96.0,0.5700000000000001,17.38,1.29
dish_1551139535,13.6,34.0,0.068,3.06,0.68
dish_1551399031,48.24,12.0,3.96,0.156,3.0
dish_1560788349,78.926,134.0,0.536,4.824,13.4
dish_1566847431,101.24051364599998,89.999999,1.923067488,17.232076489999997,3.769840209
dish_1565726812,36.20975769,65.000001,1.83902454,4.43902445,1.52195124
dish_1561061687,508.3476773559999,408.000007,24.082794367,32.991671567,41.733879726
dish_1551305209,128.74,194.0,2.452,23.900999999999996,5.175000000000001
dish_1563996279,98.49001462,278.0,1.893740766,19.736820741,3.910173754
dish_1558115448,64.86,94.0,0.188,16.92,0.658
dish_1559843030,25.41,77.0,0.231,6.16,0.539
dish_1551487288,30.66,42.0,2.016,0.798,3.36
dish_1566246902,236.651,89.0,8.366,29.815,9.968
dish_1550710207,150.15,91.0,3.276,0.0,28.21
dish_1564073860,492.31,91.0,38.22,1.274,33.67
dish_1561739973,295.37,280.0,16.279999999999998,20.406,16.71
dish_1559240441,19.47,59.0,0.177,4.72,0.413
dish_1550790252,45.9,51.0,6.63,0.0,9.384
dish_1565984434,319.892298117,429.99999799999995,12.747004776000004,36.362113447,17.977341583
dish_1563811686,319.42838771,331.000007,17.312545421,25.879767783,16.288151982
dish_1561060925,93.91484813,156.000003,4.284307559,9.304450493,8.246765186000001
dish_1561663817,95.49536592299998,86.000001,4.993592999,12.891618223,2.0991867450000004
dish_1566922978,124.32,84.0,9.24,1.344,8.4
dish_1551228830,40.02,29.0,0.609,7.25,1.305
dish_1566316587,646.768084074,311.000001,50.825042229000005,20.937224454,26.908690965
dish_1560367715,597.5312020419999,304.999998,26.680104045000004,40.81366029799999,44.518320204000005
dish_1561575613,86.41143609399998,70.0,8.211152593,2.818409978,1.679894514
dish_1558639266,30.769,29.0,0.696,6.38,0.899
dish_1551567650,4.896,24.0,0.024,0.936,0.528
dish_1566245437,566.3116272699999,462.0000110000001,31.86690384,15.820464542,53.885967206
dish_1551322804,88.62,178.0,0.784,22.47,2.582
dish_1558723537,14.5,58.0,0.174,2.9,1.044
dish_1551139675,44.1,49.0,6.37,0.0,9.016
dish_1566317742,154.72,254.0,2.908,28.464,5.376
dish_1565195493,406.9985378800001,291.000003,21.026195000000005,20.19880544,30.98487808
dish_1550713388,77.55,47.0,1.692,0.0,14.57
dish_1559235690,172.605,111.0,11.655,1.332,13.875
dish_1560529844,91.68,168.0,0.3,22.296000000000003,1.278
dish_1563913709,337.88814636199993,262.999999,13.284250526,42.313913611,13.815398912
dish_1551222638,39.24,18.0,0.522,8.1,1.08
dish_1563305883,83.05250315400001,76.999998,7.017996894999999,4.055908371,2.147450241
dish_1558639335,60.32,116.0,0.232,16.24,0.348
dish_1560454488,48.2440019,42.000001999999995,4.500725633,1.893843279,0.6354902360000001
dish_1559933793,56.67690338,111.000005,1.420199356,9.842956203,3.716383952
dish_1563382953,249.91953333100005,170.0,16.234717622,12.476490414,12.876415086000002
dish_1550873264,97.35,59.0,2.124,0.0,18.29
dish_1564159636,487.87365629,134.0,37.411686281,5.26718082,31.416099638
dish_1550710342,182.17,159.0,3.3659999999999997,8.18,28.638
dish_1558724574,50.74,118.0,0.354,10.62,4.012
dish_1558718009,25.84,76.0,0.152,6.08,0.608
dish_1551379566,144.72,36.0,11.88,0.468,9.0
dish_1551137348,202.64,124.0,2.62,34.856,9.404
dish_1562873544,193.611710506,200.999999,11.637623412,18.182363351,13.776481215
dish_1562945823,62.19532224700001,99.0,2.1256452240000003,10.413193358,1.382999962
dish_1558725403,289.05,50.0,24.75,11.35,11.2
dish_1564516366,31.05,27.0,2.889,1.701,0.216
dish_1561752996,848.6558011280001,415.000014,42.900568523,36.336651399999994,76.78808244300001
dish_1558381032,115.62,20.0,9.9,4.54,4.48
dish_1558549150,45.54,66.0,0.132,11.88,0.462
dish_1550710715,82.274,31.0,1.302,13.113,4.185
dish_1551303476,224.75,181.0,0.738,32.79,20.697
dish_1550776767,81.15,15.0,6.3,0.21,5.55
dish_1550712524,218.52,36.0,19.44,7.56,7.2
dish_1562958629,208.97,172.0,10.575,18.126,13.015
dish_1558725253,33.95,97.0,0.388,6.79,2.328
dish_1565036821,325.53991504,133.999999,14.517972288,25.940330898,21.035995126000003
dish_1551141628,63.48,46.0,0.966,11.5,2.07
dish_1551123986,15.98,47.0,0.329,3.196,0.329
dish_1551235983,194.7,118.0,4.248,0.0,36.58
dish_1550788827,36.0,40.0,5.2,0.0,7.36
dish_1551563627,76.49000000000001,106.0,2.208,11.688,4.496
dish_1550862840,16.5,33.0,0.033,4.29,0.165
dish_1558628921,24.6,60.0,0.12,6.0,0.54
dish_1558032156,140.66,26.0,10.92,0.364,9.62
dish_1561062320,307.868372791,202.00000100000003,11.824564585000005,28.927616872,20.039279759000003
dish_1560798960,493.720845934,428.9999969999999,22.374949596999997,53.315128187,24.172989781
dish_1551303866,171.98000000000002,89.0,10.476,13.698,7.598
dish_1560366438,71.933229705,136.00000100000003,4.986071918,6.105719474,2.580099632
dish_1551565379,40.6,28.0,1.68,0.42,5.88
dish_1565987201,560.659,522.0,27.593,16.017,63.876
dish_1563393148,27.73000188,118.000008,0.4326666960000001,5.1526670160000005,1.730666784
dish_1562699570,24.42,22.0,0.198,5.06,0.572
dish_1550862580,32.93,37.0,0.111,8.51,0.407
dish_1566931140,126.7,199.0,8.976,12.23,3.696
dish_1560360112,401.494,248.0,27.991,13.674,23.033
dish_1566501473,413.942,371.0,14.89,18.319,52.968
dish_1551141710,54.9,61.0,7.93,0.0,11.224
dish_1551236949,43.86,102.0,0.306,9.18,3.468
dish_1560368738,174.248901815,225.000002,13.00578822,13.162039261,4.3924784
dish_1558544870,198.355,170.0,11.016,10.616,13.344
dish_1550705535,18.75,75.0,0.225,3.75,1.35
dish_1562170163,53.5,107.0,0.107,13.91,0.535
dish_1562611522,132.95,50.0,4.7,16.75,5.6
dish_1562614158,453.931626352,301.000004,30.739629959,14.829064014,31.996742096
dish_1551568240,128.26,270.0,1.6900000000000002,30.050000000000004,3.741999999999999
dish_1551486158,41.4,36.0,3.852,2.268,0.288
dish_1562785369,440.57784637399993,232.000003,27.266017989,17.102180046000004,31.905462001
dish_1563479568,83.67355767,81.999998,5.109735131,8.616773944,2.32900709
dish_1562871731,17.03,131.0,0.262,2.882,1.965
dish_1562007789,302.954897411,321.999996,6.650677427,49.535137545,12.643239788
dish_1567537352,50.792468773,73.00000299999998,4.293021309,2.561212852,1.209936207
dish_1550788264,79.56,153.0,0.306,21.42,0.459
dish_1563824279,58.599999999999994,79.0,3.895,6.138,0.7609999999999999
dish_1551224138,22.0,55.0,0.11,4.95,1.1
dish_1568400935,11.76,42.0,0.168,2.226,0.924
dish_1558635994,93.84,136.0,0.272,24.48,0.952
dish_1551136683,70.33,13.0,5.46,0.182,4.81
dish_1551313822,18.27,63.0,0.189,5.67,0.693
dish_1562611853,267.214017008,242.999998,15.790092599,25.897769026,9.070109417
dish_1566592456,55.44,126.0,2.646,5.418,4.032
dish_1558720427,204.97,358.0,2.776,47.36,5.024
dish_1562874250,394.43996614200006,393.00000099999994,42.485678437,17.784487996999996,43.569809125000006
dish_1559844683,132.95999999999998,198.0,0.372,31.369999999999997,3.0309999999999997
dish_1563305354,340.07356877999996,208.000005,18.281033953,12.095402316,29.667708271
dish_1561739805,696.3635427910001,1101.999997,23.340096498,101.25612832400002,29.09899987
dish_1558641954,18.36,102.0,0.204,3.978,0.918
dish_1564588688,148.178,43.0,11.739,1.806,8.299
dish_1551374560,96.05,194.0,0.52,23.23,2.338
dish_1550712805,291.36,48.0,25.92,10.08,9.6
dish_1563205953,218.7695,298.0,3.85,30.852,14.952
dish_1551233210,131.18,105.0,3.357,14.752,10.469
dish_1567526738,225.16,433.0,0.866,3.031,43.3
dish_1568048018,496.80002157,287.000002,36.139097156000005,8.26309773,34.610804936
dish_1551563429,317.88599999999997,125.0,25.141,6.766000000000001,16.000999999999998
dish_1561739930,60.04,79.0,0.0,14.22,0.79
dish_1551375366,39.6,40.0,0.12,0.08,9.6
dish_1565898489,46.0,40.0,4.28,2.52,0.32
